id,model,tone_score,tone_score_std,model_confidence_mean,chunks_scored
46,distilbert-base-uncased-finetuned-sst-2-english,-0.3311201532681783,0.925436489890084,0.9828786651293436,3
47,distilbert-base-uncased-finetuned-sst-2-english,-0.9498594999313354,0.045809268951416016,0.9498594999313354,2
48,distilbert-base-uncased-finetuned-sst-2-english,-0.9959890723228455,0.002101278567118276,0.9959890723228455,5
49,distilbert-base-uncased-finetuned-sst-2-english,-0.9893578489621481,0.009411368176602077,0.9893578489621481,3
50,distilbert-base-uncased-finetuned-sst-2-english,-0.7916366457939148,0.02538222074508667,0.7916366457939148,2
51,distilbert-base-uncased-finetuned-sst-2-english,-0.9927002787590027,0.0029578804969787598,0.9927002787590027,2
52,distilbert-base-uncased-finetuned-sst-2-english,-0.8400871157646179,0.1519870162010193,0.8400871157646179,2
53,distilbert-base-uncased-finetuned-sst-2-english,-0.33805622657140094,0.9212744538787072,0.9812643726666769,3
54,distilbert-base-uncased-finetuned-sst-2-english,-0.9803580343723297,0.009484440088272095,0.9803580343723297,2
55,distilbert-base-uncased-finetuned-sst-2-english,-0.3376196225484212,0.9198585552857329,0.9797722895940145,3
56,distilbert-base-uncased-finetuned-sst-2-english,-0.0209406316280365,0.9218295514583588,0.9218295514583588,2
57,distilbert-base-uncased-finetuned-sst-2-english,-0.9969691038131714,0.0016047954559326172,0.9969691038131714,2
58,distilbert-base-uncased-finetuned-sst-2-english,0.2726099093755086,0.897999891529367,0.9354782501856486,3
59,distilbert-base-uncased-finetuned-sst-2-english,-0.9964085519313812,0.00013658404350280762,0.9964085519313812,2
60,distilbert-base-uncased-finetuned-sst-2-english,-0.5112049728631973,0.8391347679714193,0.9823112636804581,4
61,distilbert-base-uncased-finetuned-sst-2-english,0.23114784558614096,0.8611649308959003,0.8811147212982178,3
62,distilbert-base-uncased-finetuned-sst-2-english,-0.9916103482246399,0.0033656954765319824,0.9916103482246399,2
63,distilbert-base-uncased-finetuned-sst-2-english,-0.9952650268872579,0.002687367712280569,0.9952650268872579,3
64,distilbert-base-uncased-finetuned-sst-2-english,0.8770800232887268,0.09508442878723145,0.8770800232887268,2
65,distilbert-base-uncased-finetuned-sst-2-english,-0.9862448771794637,0.008586912370546089,0.9862448771794637,6
66,distilbert-base-uncased-finetuned-sst-2-english,-0.9534499247868856,0.09624351320222015,0.9534499247868856,6
67,distilbert-base-uncased-finetuned-sst-2-english,-0.9906319379806519,0.004532933235168457,0.9906319379806519,2
68,distilbert-base-uncased-finetuned-sst-2-english,-0.9987895786762238,8.252263069152832e-05,0.9987895786762238,2
69,distilbert-base-uncased-finetuned-sst-2-english,-0.5509604662656784,0.7744819383184747,0.9462007433176041,4
70,distilbert-base-uncased-finetuned-sst-2-english,-0.9985460042953491,0.0,0.9985460042953491,1
71,distilbert-base-uncased-finetuned-sst-2-english,-0.9973975817362467,4.047567451603129e-05,0.9973975817362467,3
72,distilbert-base-uncased-finetuned-sst-2-english,-0.9944042563438416,0.0012720823287963867,0.9944042563438416,2
73,distilbert-base-uncased-finetuned-sst-2-english,-0.9846033602952957,0.013926925788167567,0.9846033602952957,4
74,distilbert-base-uncased-finetuned-sst-2-english,-0.365692396958669,0.8894039058624731,0.9604268670082092,3
75,distilbert-base-uncased-finetuned-sst-2-english,-0.01613713304201762,0.8985317174335916,0.8896686335404714,6
76,distilbert-base-uncased-finetuned-sst-2-english,-0.0018011629581451416,0.9947091639041901,0.9947091639041901,2
77,distilbert-base-uncased-finetuned-sst-2-english,-0.9979631304740906,4.696846008300781e-05,0.9979631304740906,2
78,distilbert-base-uncased-finetuned-sst-2-english,-0.9909993886947632,0.004327468488787241,0.9909993886947632,5
79,distilbert-base-uncased-finetuned-sst-2-english,-0.9974521994590759,0.0,0.9974521994590759,1
80,distilbert-base-uncased-finetuned-sst-2-english,-0.9942532777786255,0.006705653572921482,0.9942532777786255,3
81,distilbert-base-uncased-finetuned-sst-2-english,-0.9902048110961914,0.0,0.9902048110961914,1
82,distilbert-base-uncased-finetuned-sst-2-english,-0.9522048830986023,0.03731727600097656,0.9522048830986023,2
83,distilbert-base-uncased-finetuned-sst-2-english,-0.9920758803685507,0.004866400513373676,0.9920758803685507,3
84,distilbert-base-uncased-finetuned-sst-2-english,-0.9831059575080872,0.0,0.9831059575080872,1
85,distilbert-base-uncased-finetuned-sst-2-english,-0.022109180688858032,0.976617842912674,0.976617842912674,2
86,distilbert-base-uncased-finetuned-sst-2-english,-0.9952524900436401,0.003064870834350586,0.9952524900436401,2
87,distilbert-base-uncased-finetuned-sst-2-english,-0.998184323310852,0.0010306835174560547,0.998184323310852,2
88,distilbert-base-uncased-finetuned-sst-2-english,0.41634265581766766,0.8049724927803165,0.897714893023173,3
89,distilbert-base-uncased-finetuned-sst-2-english,-0.9854938387870789,0.01083838939666748,0.9854938387870789,2
90,distilbert-base-uncased-finetuned-sst-2-english,-0.9635663032531738,0.024194717407226562,0.9635663032531738,2
91,distilbert-base-uncased-finetuned-sst-2-english,-0.9918650686740875,0.0052655041217803955,0.9918650686740875,2
92,distilbert-base-uncased-finetuned-sst-2-english,-0.8139232695102692,0.17536845803260803,0.8139232695102692,2
93,distilbert-base-uncased-finetuned-sst-2-english,-0.9942092895507812,0.00027364492416381836,0.9942092895507812,2
94,distilbert-base-uncased-finetuned-sst-2-english,0.09070138136545818,0.7527862265336492,0.7397778034210205,3
95,distilbert-base-uncased-finetuned-sst-2-english,-0.9952246248722076,0.002003103494644165,0.9952246248722076,2
96,distilbert-base-uncased-finetuned-sst-2-english,-0.9944960276285807,0.004243418046178202,0.9944960276285807,3
97,distilbert-base-uncased-finetuned-sst-2-english,-0.9696802198886871,0.021966248750686646,0.9696802198886871,2
98,distilbert-base-uncased-finetuned-sst-2-english,-0.005579203367233276,0.9818419516086578,0.9818419516086578,2
99,distilbert-base-uncased-finetuned-sst-2-english,-0.9560041228930155,0.028332955155288147,0.9560041228930155,3
100,distilbert-base-uncased-finetuned-sst-2-english,-0.3585253953933716,0.8968911376339067,0.9651004870732626,3
101,distilbert-base-uncased-finetuned-sst-2-english,0.004506826400756836,0.9832181334495544,0.9832181334495544,2
103,distilbert-base-uncased-finetuned-sst-2-english,0.24248731136322021,0.8768700790210826,0.9031639893849691,3
106,distilbert-base-uncased-finetuned-sst-2-english,-0.30681583285331726,0.7633220563611813,0.8008244335651398,4
109,distilbert-base-uncased-finetuned-sst-2-english,-0.40793807804584503,0.8175129267505777,0.9000528007745743,4
112,distilbert-base-uncased-finetuned-sst-2-english,0.4127243161201477,0.7893648023655508,0.8817657430966696,3
115,distilbert-base-uncased-finetuned-sst-2-english,0.9704380432764689,0.025444899079506478,0.9704380432764689,3
118,distilbert-base-uncased-finetuned-sst-2-english,0.9703673720359802,0.04980987067671061,0.9703673720359802,5
123,distilbert-base-uncased-finetuned-sst-2-english,0.015180657307306925,0.8945327172963397,0.8861694037914276,6
126,distilbert-base-uncased-finetuned-sst-2-english,0.6678959727287292,0.6504275810240946,0.9210389494895935,5
129,distilbert-base-uncased-finetuned-sst-2-english,0.38863620162010193,0.8148466022801862,0.8816709816455841,4
132,distilbert-base-uncased-finetuned-sst-2-english,0.32713677485783893,0.9269744972283492,0.9829756220181783,3
137,distilbert-base-uncased-finetuned-sst-2-english,-0.9325975924730301,0.09501876092053953,0.9325975924730301,4
140,distilbert-base-uncased-finetuned-sst-2-english,0.993969202041626,0.005047291610082548,0.993969202041626,3
143,distilbert-base-uncased-finetuned-sst-2-english,-0.4930385798215866,0.8572421766671422,0.988830491900444,4
146,distilbert-base-uncased-finetuned-sst-2-english,0.33917538821697235,0.7664331669190279,0.8237092643976212,4
149,distilbert-base-uncased-finetuned-sst-2-english,-0.4955262392759323,0.8260008043510029,0.963040754199028,4
152,distilbert-base-uncased-finetuned-sst-2-english,0.9837331374486288,0.008303576437168243,0.9837331374486288,3
157,distilbert-base-uncased-finetuned-sst-2-english,-0.9723731875419617,0.025440343694613756,0.9723731875419617,3
160,distilbert-base-uncased-finetuned-sst-2-english,-0.9846151471138,0.010995766103069666,0.9846151471138,5
163,distilbert-base-uncased-finetuned-sst-2-english,0.01879546046257019,0.9579209387302399,0.9579209387302399,2
168,distilbert-base-uncased-finetuned-sst-2-english,-0.9965504288673401,0.001587103008273811,0.9965504288673401,5
171,distilbert-base-uncased-finetuned-sst-2-english,-0.9799865186214447,0.03193250254023231,0.9799865186214447,6
174,distilbert-base-uncased-finetuned-sst-2-english,-0.9827301104863485,0.01584112557980594,0.9827301104863485,3
177,distilbert-base-uncased-finetuned-sst-2-english,-0.1771478851636251,0.8407237167229724,0.8303286830584208,3
180,distilbert-base-uncased-finetuned-sst-2-english,-0.6934652924537659,0.17888557968260385,0.6934652924537659,3
183,distilbert-base-uncased-finetuned-sst-2-english,0.3655100464820862,0.807381022737408,0.8631292581558228,4
186,distilbert-base-uncased-finetuned-sst-2-english,0.4550055503845215,0.7054343247067807,0.8189140319824219,5
191,distilbert-base-uncased-finetuned-sst-2-english,-0.9731437762578329,0.018604579038053733,0.9731437762578329,3
194,distilbert-base-uncased-finetuned-sst-2-english,-0.9904438058535258,0.002622623116764585,0.9904438058535258,3
197,distilbert-base-uncased-finetuned-sst-2-english,0.9364044964313507,0.0020950138568878174,0.9364044964313507,2
200,distilbert-base-uncased-finetuned-sst-2-english,-0.9854426185290018,0.008809315939963046,0.9854426185290018,3
203,distilbert-base-uncased-finetuned-sst-2-english,0.1954862356185913,0.9494400942166145,0.9690442562103272,5
206,distilbert-base-uncased-finetuned-sst-2-english,-0.9961917400360107,0.0020704966346471007,0.9961917400360107,3
211,distilbert-base-uncased-finetuned-sst-2-english,-0.7492243945598602,0.1227060854434967,0.7492243945598602,2
214,distilbert-base-uncased-finetuned-sst-2-english,-0.9702669382095337,0.027833998203277588,0.9702669382095337,2
217,distilbert-base-uncased-finetuned-sst-2-english,-0.2700214385986328,0.7986687389752852,0.8376253843307495,3
220,distilbert-base-uncased-finetuned-sst-2-english,-0.24375218152999878,0.8798896087073914,0.904209832350413,3
223,distilbert-base-uncased-finetuned-sst-2-english,-0.9868431091308594,0.01254715275855225,0.9868431091308594,3
228,distilbert-base-uncased-finetuned-sst-2-english,-0.3318750460942586,0.9394140625858086,0.9963117837905884,3
231,distilbert-base-uncased-finetuned-sst-2-english,-0.15588511526584625,0.796185724433798,0.7912689000368118,4
234,distilbert-base-uncased-finetuned-sst-2-english,-0.9950157284736634,0.0032038066119077172,0.9950157284736634,5
237,distilbert-base-uncased-finetuned-sst-2-english,-0.3336326479911804,0.9388073907711606,0.9963259100914001,3
240,distilbert-base-uncased-finetuned-sst-2-english,-0.9882364571094513,0.02119569740334113,0.9882364571094513,6
243,distilbert-base-uncased-finetuned-sst-2-english,-0.08202658593654633,0.8818244110584792,0.8710456043481827,4
248,distilbert-base-uncased-finetuned-sst-2-english,-0.9218977689743042,0.09093100355689857,0.9218977689743042,3
464,distilbert-base-uncased-finetuned-sst-2-english,0.01697888970375061,0.971757560968399,0.971757560968399,2
465,distilbert-base-uncased-finetuned-sst-2-english,0.9970409274101257,0.0,0.9970409274101257,1
466,distilbert-base-uncased-finetuned-sst-2-english,0.016064852476119995,0.9827972948551178,0.9827972948551178,2
467,distilbert-base-uncased-finetuned-sst-2-english,0.995081216096878,0.0023820102214813232,0.995081216096878,2
468,distilbert-base-uncased-finetuned-sst-2-english,-0.5680645704269409,0.0,0.5680645704269409,1
469,distilbert-base-uncased-finetuned-sst-2-english,0.8279966711997986,0.16943907737731934,0.8279966711997986,2
470,distilbert-base-uncased-finetuned-sst-2-english,0.14097359776496887,0.8570354282855988,0.8570354282855988,2
471,distilbert-base-uncased-finetuned-sst-2-english,0.9974383115768433,0.0014711618423461914,0.9974383115768433,2
472,distilbert-base-uncased-finetuned-sst-2-english,-0.9262210130691528,0.07055240869522095,0.9262210130691528,2
473,distilbert-base-uncased-finetuned-sst-2-english,0.9960519671440125,0.002472274699603411,0.9960519671440125,3
474,distilbert-base-uncased-finetuned-sst-2-english,-0.12096226215362549,0.8591695427894592,0.8591695427894592,2
475,distilbert-base-uncased-finetuned-sst-2-english,0.9965839684009552,0.0029957592487335205,0.9965839684009552,2
476,distilbert-base-uncased-finetuned-sst-2-english,0.9954335391521454,0.002010732889175415,0.9954335391521454,2
477,distilbert-base-uncased-finetuned-sst-2-english,0.8447690010070801,0.1469709873199463,0.8447690010070801,2
478,distilbert-base-uncased-finetuned-sst-2-english,-0.03807154297828674,0.9593661725521088,0.9593661725521088,2
479,distilbert-base-uncased-finetuned-sst-2-english,0.9972701668739319,0.0011619329452514648,0.9972701668739319,2
480,distilbert-base-uncased-finetuned-sst-2-english,-0.17313802242279053,0.7446926832199097,0.7446926832199097,2
481,distilbert-base-uncased-finetuned-sst-2-english,-0.9979639649391174,0.0009452700614929199,0.9979639649391174,2
482,distilbert-base-uncased-finetuned-sst-2-english,-0.22816109657287598,0.7299088835716248,0.7299088835716248,2
483,distilbert-base-uncased-finetuned-sst-2-english,0.9510695934295654,0.01194775104522705,0.9510695934295654,2
484,distilbert-base-uncased-finetuned-sst-2-english,0.998604973157247,0.0005796516234341938,0.998604973157247,3
485,distilbert-base-uncased-finetuned-sst-2-english,0.9911055862903595,0.004795819520950317,0.9911055862903595,2
486,distilbert-base-uncased-finetuned-sst-2-english,-0.33220018943150836,0.9349011462714014,0.9921653866767883,3
487,distilbert-base-uncased-finetuned-sst-2-english,0.9977113306522369,0.0016151368618011475,0.9977113306522369,2
488,distilbert-base-uncased-finetuned-sst-2-english,-0.7819279730319977,0.1868041455745697,0.7819279730319977,2
489,distilbert-base-uncased-finetuned-sst-2-english,0.9969878494739532,0.002640455961227417,0.9969878494739532,2
490,distilbert-base-uncased-finetuned-sst-2-english,0.03882473707199097,0.9606482982635498,0.9606482982635498,2
491,distilbert-base-uncased-finetuned-sst-2-english,-0.9795345664024353,0.0019025206565856934,0.9795345664024353,2
492,distilbert-base-uncased-finetuned-sst-2-english,0.8435564637184143,0.2181168358988256,0.8435564637184143,3
493,distilbert-base-uncased-finetuned-sst-2-english,0.9827540516853333,0.0,0.9827540516853333,1
494,distilbert-base-uncased-finetuned-sst-2-english,0.9973409175872803,0.00027048587799072266,0.9973409175872803,2
495,distilbert-base-uncased-finetuned-sst-2-english,-0.9326194524765015,0.02190631628036499,0.9326194524765015,2
496,distilbert-base-uncased-finetuned-sst-2-english,-0.012661367654800415,0.9849567711353302,0.9849567711353302,2
497,distilbert-base-uncased-finetuned-sst-2-english,0.9959144393603007,0.0033921571078176604,0.9959144393603007,3
498,distilbert-base-uncased-finetuned-sst-2-english,0.5572792291641235,0.0,0.5572792291641235,1
499,distilbert-base-uncased-finetuned-sst-2-english,0.994198203086853,0.0,0.994198203086853,1
500,distilbert-base-uncased-finetuned-sst-2-english,0.9459859728813171,0.023456037044525146,0.9459859728813171,2
501,distilbert-base-uncased-finetuned-sst-2-english,0.9982915123303732,0.0005926611296706712,0.9982915123303732,3
502,distilbert-base-uncased-finetuned-sst-2-english,0.9978689253330231,0.001702815294265747,0.9978689253330231,2
503,distilbert-base-uncased-finetuned-sst-2-english,0.9484520852565765,0.04412516951560974,0.9484520852565765,2
504,distilbert-base-uncased-finetuned-sst-2-english,0.9414207637310028,0.048212915658950806,0.9414207637310028,2
505,distilbert-base-uncased-finetuned-sst-2-english,-0.9550020098686218,0.05499963235152305,0.9550020098686218,3
506,distilbert-base-uncased-finetuned-sst-2-english,0.9989020228385925,0.0006461143493652344,0.9989020228385925,2
507,distilbert-base-uncased-finetuned-sst-2-english,0.9939799308776855,0.004823565483093262,0.9939799308776855,2
508,distilbert-base-uncased-finetuned-sst-2-english,0.9972858428955078,0.0008966922760009766,0.9972858428955078,2
509,distilbert-base-uncased-finetuned-sst-2-english,0.9443289041519165,0.0,0.9443289041519165,1
510,distilbert-base-uncased-finetuned-sst-2-english,0.6652299165725708,0.0,0.6652299165725708,1
511,distilbert-base-uncased-finetuned-sst-2-english,0.9923601746559143,0.006392061710357666,0.9923601746559143,2
512,distilbert-base-uncased-finetuned-sst-2-english,0.8266685903072357,0.14897671341896057,0.8266685903072357,2
513,distilbert-base-uncased-finetuned-sst-2-english,-0.9322609901428223,0.059120357036590576,0.9322609901428223,2
514,distilbert-base-uncased-finetuned-sst-2-english,0.9152238965034485,0.0,0.9152238965034485,1
515,distilbert-base-uncased-finetuned-sst-2-english,0.035389065742492676,0.96268630027771,0.96268630027771,2
516,distilbert-base-uncased-finetuned-sst-2-english,0.9985474944114685,0.0,0.9985474944114685,1
517,distilbert-base-uncased-finetuned-sst-2-english,0.9990686476230621,0.00010791420936584473,0.9990686476230621,2
518,distilbert-base-uncased-finetuned-sst-2-english,0.020035773515701294,0.97706738114357,0.97706738114357,2
519,distilbert-base-uncased-finetuned-sst-2-english,0.9884175658226013,0.0,0.9884175658226013,1
520,distilbert-base-uncased-finetuned-sst-2-english,0.7586143910884857,0.15547433495521545,0.7586143910884857,2
521,distilbert-base-uncased-finetuned-sst-2-english,0.9963523149490356,0.0,0.9963523149490356,1
522,distilbert-base-uncased-finetuned-sst-2-english,0.0004984736442565918,0.9991164803504944,0.9991164803504944,2
523,distilbert-base-uncased-finetuned-sst-2-english,0.003274470567703247,0.9920931756496429,0.9920931756496429,2
524,distilbert-base-uncased-finetuned-sst-2-english,-0.9559706747531891,0.043031007051467896,0.9559706747531891,2
525,distilbert-base-uncased-finetuned-sst-2-english,0.9960892597834269,0.002366588368066734,0.9960892597834269,3
526,distilbert-base-uncased-finetuned-sst-2-english,0.9621446132659912,0.02313864231109619,0.9621446132659912,2
527,distilbert-base-uncased-finetuned-sst-2-english,0.899955153465271,0.0,0.899955153465271,1
528,distilbert-base-uncased-finetuned-sst-2-english,0.15024390816688538,0.8481875956058502,0.8481875956058502,2
529,distilbert-base-uncased-finetuned-sst-2-english,-0.03245985507965088,0.8462538719177246,0.8462538719177246,2
530,distilbert-base-uncased-finetuned-sst-2-english,0.955901026725769,0.03994625806808472,0.955901026725769,2
531,distilbert-base-uncased-finetuned-sst-2-english,-0.9702021479606628,0.009473621845245361,0.9702021479606628,2
532,distilbert-base-uncased-finetuned-sst-2-english,-0.9852995872497559,0.0,0.9852995872497559,1
533,distilbert-base-uncased-finetuned-sst-2-english,-0.2932199239730835,0.9058250583515106,0.9506384134292603,3
534,distilbert-base-uncased-finetuned-sst-2-english,-0.9370637834072113,0.018105298280715942,0.9370637834072113,2
535,distilbert-base-uncased-finetuned-sst-2-english,0.9765066206455231,0.012473911046981812,0.9765066206455231,2
536,distilbert-base-uncased-finetuned-sst-2-english,-0.9066569805145264,0.0,0.9066569805145264,1
537,distilbert-base-uncased-finetuned-sst-2-english,0.021753758192062378,0.974278062582016,0.974278062582016,2
538,distilbert-base-uncased-finetuned-sst-2-english,0.9957661628723145,0.0,0.9957661628723145,1
539,distilbert-base-uncased-finetuned-sst-2-english,0.9713287055492401,0.02484270930290222,0.9713287055492401,2
540,distilbert-base-uncased-finetuned-sst-2-english,-0.32952000697453815,0.9384076235320574,0.9945786197980245,3
541,distilbert-base-uncased-finetuned-sst-2-english,-0.03915047645568848,0.9416272044181824,0.9416272044181824,2
542,distilbert-base-uncased-finetuned-sst-2-english,0.03100764751434326,0.9656625390052795,0.9656625390052795,2
543,distilbert-base-uncased-finetuned-sst-2-english,0.002285003662109375,0.9961982369422913,0.9961982369422913,2
544,distilbert-base-uncased-finetuned-sst-2-english,0.8136734962463379,0.1622287929636922,0.8136734962463379,3
545,distilbert-base-uncased-finetuned-sst-2-english,0.9787174165248871,0.019183188676834106,0.9787174165248871,2
546,distilbert-base-uncased-finetuned-sst-2-english,-0.9977236688137054,0.0015475451946258545,0.9977236688137054,2
547,distilbert-base-uncased-finetuned-sst-2-english,0.5489211678504944,0.0,0.5489211678504944,1
548,distilbert-base-uncased-finetuned-sst-2-english,-0.001606971025466919,0.9950774013996124,0.9950774013996124,2
549,distilbert-base-uncased-finetuned-sst-2-english,0.9984338581562042,0.0007697641849517822,0.9984338581562042,2
550,distilbert-base-uncased-finetuned-sst-2-english,-0.0025391578674316406,0.9722817540168762,0.9722817540168762,2
551,distilbert-base-uncased-finetuned-sst-2-english,0.9956876635551453,0.0,0.9956876635551453,1
552,distilbert-base-uncased-finetuned-sst-2-english,-0.9377144575119019,0.0,0.9377144575119019,1
553,distilbert-base-uncased-finetuned-sst-2-english,0.9981238842010498,0.0014397501945495605,0.9981238842010498,2
554,distilbert-base-uncased-finetuned-sst-2-english,0.9900851249694824,0.0006783604621887207,0.9900851249694824,2
555,distilbert-base-uncased-finetuned-sst-2-english,0.20566487312316895,0.7801283001899719,0.7801283001899719,2
556,distilbert-base-uncased-finetuned-sst-2-english,0.0956873893737793,0.8334934115409851,0.8334934115409851,2
557,distilbert-base-uncased-finetuned-sst-2-english,0.3234730362892151,0.9283332183583026,0.983065108458201,3
558,distilbert-base-uncased-finetuned-sst-2-english,0.9895398020744324,0.0,0.9895398020744324,1
559,distilbert-base-uncased-finetuned-sst-2-english,-0.8695417940616608,0.11798426508903503,0.8695417940616608,2
560,distilbert-base-uncased-finetuned-sst-2-english,0.9962827265262604,9.91523265838623e-05,0.9962827265262604,2
561,distilbert-base-uncased-finetuned-sst-2-english,-0.003261059522628784,0.9874987900257111,0.9874987900257111,2
562,distilbert-base-uncased-finetuned-sst-2-english,0.004809707403182983,0.9914397895336151,0.9914397895336151,2
563,distilbert-base-uncased-finetuned-sst-2-english,-0.9980877041816711,0.0,0.9980877041816711,1
564,distilbert-base-uncased-finetuned-sst-2-english,-0.9994655251502991,0.0,0.9994655251502991,1
565,distilbert-base-uncased-finetuned-sst-2-english,-0.03526341915130615,0.9610415697097778,0.9610415697097778,2
566,distilbert-base-uncased-finetuned-sst-2-english,-0.9951834082603455,0.0023946762084960938,0.9951834082603455,2
567,distilbert-base-uncased-finetuned-sst-2-english,-0.9946873386700948,0.0037948435444829683,0.9946873386700948,6
568,distilbert-base-uncased-finetuned-sst-2-english,0.9937612414360046,0.0,0.9937612414360046,1
569,distilbert-base-uncased-finetuned-sst-2-english,-0.8534826636314392,0.0,0.8534826636314392,1
570,distilbert-base-uncased-finetuned-sst-2-english,0.816106379032135,0.0,0.816106379032135,1
571,distilbert-base-uncased-finetuned-sst-2-english,0.9597476124763489,0.0,0.9597476124763489,1
572,distilbert-base-uncased-finetuned-sst-2-english,0.5449498891830444,0.0,0.5449498891830444,1
573,distilbert-base-uncased-finetuned-sst-2-english,0.7975742220878601,0.0,0.7975742220878601,1
574,distilbert-base-uncased-finetuned-sst-2-english,-0.9310564398765564,0.1409833376511781,0.9310564398765564,6
575,distilbert-base-uncased-finetuned-sst-2-english,-0.9546467661857605,0.05853486829129907,0.9546467661857605,6
576,distilbert-base-uncased-finetuned-sst-2-english,-0.9873631298542023,0.008560551022007081,0.9873631298542023,6
